190,Reynold Goyette,MPRO,99,0:11:00,0:11:00,0:00:00,0:00:00,0:00:00,0:00:00,19.632902957676418,-155.9925931990221
2498,Emelia Lind,F80+,99,0:05:00,0:05:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638371104130695,-155.99479885597324
2114,Prof. Alfonzo Hudson V,M40-44,99,0:05:00,0:05:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63735672830324,-155.99434032133595
2275,Dr. Raphael Schuppe,M18-24,99,0:12:00,0:12:00,0:00:00,0:00:00,0:00:00,0:00:00,19.634773251607417,-155.99328444630234
1795,Dr. Chanel Konopelski MD,F45-49,99,0:07:00,0:07:00,0:00:00,0:00:00,0:00:00,0:00:00,19.636906389522945,-155.99420038672727
2600,Isac Zboncak,M55-59,99,0:31:00,0:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.62961107682073,-155.9911493473061
1080,Nelle Metz,F45-49,99,0:06:00,0:06:00,0:00:00,0:00:00,0:00:00,0:00:00,19.637238556321776,-155.994304491793
1732,Asa Romaguera,F70-74,99,0:24:00,0:24:00,0:00:00,0:00:00,0:00:00,0:00:00,19.634803421004126,-155.99329498539177
2402,Ashlynn Abshire,F50-54,99,0:42:00,0:42:00,0:00:00,0:00:00,0:00:00,0:00:00,19.625804621339356,-155.99012120857552
2061,Ada Mitchell,F50-54,99,0:44:00,0:44:00,0:00:00,0:00:00,0:00:00,0:00:00,19.62547144746269,-155.98897491346602
762,Dr. Elian Altenwerth DDS,M70-74,99,0:22:00,0:22:00,0:00:00,0:00:00,0:00:00,0:00:00,19.6346154947294,-155.99322763486424
1521,Liliane Barrows,F30-34,99,0:36:00,0:36:00,0:00:00,0:00:00,0:00:00,0:00:00,19.629925297939668,-155.99130491003382
2684,Rebekah Koelpin,F80+,99,1:02:00,1:02:00,0:00:00,0:00:00,0:00:00,0:00:00,19.626799577143437,-155.98958147199764
2597,Alan Jenkins,M45-49,99,1:00:00,1:00:00,0:00:00,0:00:00,0:00:00,0:00:00,19.62476691400088,-155.9897771152069
1013,Laurence Kuhic,F35-39,99,0:36:00,0:36:00,0:00:00,0:00:00,0:00:00,0:00:00,19.627892055428173,-155.99001868199468
1718,Richard Huels,M35-39,99,0:50:00,0:50:00,0:00:00,0:00:00,0:00:00,0:00:00,19.627743800517464,-155.99078401617362
1794,Yasmeen Windler PhD,F35-39,99,0:52:00,0:52:00,0:00:00,0:00:00,0:00:00,0:00:00,19.627170321848673,-155.99058552782765
663,Chad Bahringer,M45-49,99,0:35:00,0:35:00,0:00:00,0:00:00,0:00:00,0:00:00,19.628312916958045,-155.99034512964923
1918,Prof. Elijah Fahey II,M35-39,99,1:01:00,1:01:00,0:00:00,0:00:00,0:00:00,0:00:00,19.6276683144402,-155.99075836645966
815,Jonas Fritsch III,M60-64,99,0:44:00,0:44:00,0:00:00,0:00:00,0:00:00,0:00:00,19.627564582667254,-155.98989205468183
2365,Aubrey Bogisich,F65-69,99,1:11:00,1:11:00,0:00:00,0:00:00,0:00:00,0:00:00,19.624643916727237,-155.9897367025396
734,Otha Yost,F40-44,99,0:52:00,0:52:00,0:00:00,0:00:00,0:00:00,0:00:00,19.62582074719838,-155.99012700281926
1367,Fanny Breitenberg DDS,F18-24,99,1:06:00,1:06:00,0:00:00,0:00:00,0:00:00,0:00:00,19.62776695501535,-155.9907930713181
1272,Jada Gutkowski PhD,F50-54,99,1:06:00,1:06:00,0:00:00,0:00:00,0:00:00,0:00:00,19.629674238293052,-155.9914739289933
2215,Prof. Chesley Harvey DDS,M45-49,99,1:25:00,1:06:57,0:02:03,0:16:00,0:00:00,0:00:00,19.64629464580249,-155.99354324661073
1397,Landen Hammes MD,M40-44,99,1:11:00,1:11:00,0:00:00,0:00:00,0:00:00,0:00:00,19.637542276508242,-155.994867851826
747,Chadd Nienow,M70-74,99,1:04:00,1:04:00,0:00:00,0:00:00,0:00:00,0:00:00,19.625414299517324,-155.98894017320515
2047,Kyla Hagenes,F40-44,99,1:26:00,1:26:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63915745975379,-155.99600253316163
571,Kadin Koelpin,M40-44,99,1:09:00,1:09:00,0:00:00,0:00:00,0:00:00,0:00:00,19.630751175863622,-155.9918737353427
661,Estella Bruen,F50-54,99,1:14:00,1:14:00,0:00:00,0:00:00,0:00:00,0:00:00,19.635278722718812,-155.99373428204038
616,Miss Mireille Lesch II,F35-39,99,1:15:00,1:15:00,0:00:00,0:00:00,0:00:00,0:00:00,19.633765502406792,-155.99307137565248
871,Dr. Cristobal Streich,M35-39,99,1:27:00,1:09:45,0:05:15,0:12:00,0:00:00,0:00:00,19.634910264759828,-155.978095612544
2313,Sidney Kertzmann,M75-79,99,1:53:00,1:49:53,0:02:07,0:01:00,0:00:00,0:00:00,19.640882891280935,-155.99706815079927
1759,Kristopher Bosco,M45-49,99,1:51:00,1:26:05,0:04:55,0:20:00,0:00:00,0:00:00,19.64889401929645,-155.9993968095584
690,Deontae Willms,M70-74,99,1:35:00,1:35:00,0:00:00,0:00:00,0:00:00,0:00:00,19.637824950192112,-155.99503893336927
1231,Octavia Daugherty,F55-59,99,1:48:00,1:06:41,0:08:19,0:33:00,0:00:00,0:00:00,19.703446523886395,-156.03045781935788
1968,Dr. Foster Swift I,M35-39,99,2:01:00,1:12:25,0:04:35,0:44:00,0:00:00,0:00:00,19.793497861493396,-156.00530603436448
672,Jeremie Volkman,M35-39,99,1:47:00,1:23:05,0:07:55,0:16:00,0:00:00,0:00:00,19.64386886364972,-155.98805287231284
2555,Mr. Eduardo Quitzon,M35-39,99,2:22:00,1:22:30,0:08:30,0:51:00,0:00:00,0:00:00,19.80476709076764,-155.9939809539888
2873,Leonor Lindgren,F80+,99,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63918359746621,-155.99605305456586
2863,Claire Senger,F75-79,99,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.637239773917017,-155.99471498735275
1755,Matt Bahringer,M50-54,99,2:11:00,1:37:05,0:01:55,0:32:00,0:00:00,0:00:00,19.69545722588457,-156.02524359806588
2696,Cole Batz,M55-59,99,2:28:00,1:07:58,0:09:02,1:11:00,0:00:00,0:00:00,19.87960765994461,-155.90117902390375
2740,Trevor Larson,M80+,99,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63919179336061,-155.99606418976168
2586,Prof. Jaron Kris IV,M80+,99,2:27:00,2:27:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639059239258785,-155.99592448676947
927,Jayden Russel,M50-54,99,2:00:00,1:28:48,0:09:12,0:22:00,0:00:00,0:00:00,19.667135910253077,-156.01187129082518
2659,Cayla Bogisich,F70-74,99,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638111893921362,-155.9952226809932
2624,Arlo Parker I,M75-79,99,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.6390209703515,-155.99588892874525
2544,Simeon Rempel,M70-74,99,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.637835551010582,-155.99505386260518
2510,Mossie Hayes,F75-79,99,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639059736548422,-155.99592376110363
2482,Steve Botsford,M75-79,99,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.637977723917846,-155.99513968333355
2269,Lavina Cruickshank PhD,F70-74,99,2:27:00,2:03:08,0:03:52,0:20:00,0:00:00,0:00:00,19.64384419346023,-155.98801108736805
2367,Freda Gottlieb IV,F70-74,99,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639235867900958,-155.99612267076415
1555,Garfield Carter,M45-49,99,2:16:00,1:25:47,0:06:13,0:44:00,0:00:00,0:00:00,19.731809714681454,-156.03095146896732
